CPV Code,Name,Description
35100000,Nød-,"og sikkerhetsutstyrBrannslukkings-, rednings- og sikkerhetsutstyrBrannbekjempelsesutstyrPusteapparat ved brannbekjempelseBrannslukningsmateriellBrannslukkereSkumpatronerBærbare brannslukkereBrannfluktutstyrBrannslukningssystemerBrannslukkende håndverktøyBrannslukkende skum eller lignende kjemikalierRednings- og kriseutstyrLivredningsdukkerKrisedusjerØyedusjerSikkerhetsutstyrUtstyr til sikring av arbeidsplassBeskyttelsessystem til atomreaktorKjernefysisk-, biologisk, kjemisk og radiologisk beskyttelsesutstyrAtomsikkerhetsutstyrSikkerhetsinstallasjonerBeskyttelse og sikkerhetsbekledningKlær til biologisk eller kjemisk beskyttelseBeskyttelsesklær mot kjernefysiskstråling og radioaktivitetSikkerhets vesterReflekterende vesterBeskyttelsessjakker eller -ponchoerBeskyttelsessokker eller -strømperBeskyttelsesskjorter eller -bukserHåndleddsbeskyttelseBeskyttelseskjolerOvervåknings- og sikkerhetssystemer og redskapSikringsutstyrRingealarmerApparat for avdekking av forfalskede pengerSikkerhetsanordningerSikkerhetssekkerSeglMerkelapperAlarmsystemerKonvekse sikkerhetsspeilRadardetektorerUtstyr til in-situ-bestemmelseMagnetkortsystemUtstyr til arbeidstidsstyringTidskontrollsystemIdentifikasjonskortVideoidentifikasjonssystemerMetalldetektorerOvervåkningssystemSensorerBiometriske sensorerTidskontrollsystem eller apparat til arbeidstidsregistreringSikkerhetskameraerStrekkode avlesingsutstyr"
35110000,"Brannslukkings-,","rednings- og sikkerhetsutstyrBrannbekjempelsesutstyrPusteapparat ved brannbekjempelseBrannslukningsmateriellBrannslukkereSkumpatronerBærbare brannslukkereBrannfluktutstyrBrannslukningssystemerBrannslukkende håndverktøyBrannslukkende skum eller lignende kjemikalierRednings- og kriseutstyrLivredningsdukkerKrisedusjerØyedusjerSikkerhetsutstyrUtstyr til sikring av arbeidsplassBeskyttelsessystem til atomreaktorKjernefysisk-, biologisk, kjemisk og radiologisk beskyttelsesutstyrAtomsikkerhetsutstyrSikkerhetsinstallasjonerBeskyttelse og sikkerhetsbekledningKlær til biologisk eller kjemisk beskyttelseBeskyttelsesklær mot kjernefysiskstråling og radioaktivitetSikkerhets vesterReflekterende vesterBeskyttelsessjakker eller -ponchoerBeskyttelsessokker eller -strømperBeskyttelsesskjorter eller -bukserHåndleddsbeskyttelseBeskyttelseskjoler"
35111000,Brannbekjempelsesutstyr,ved brannbekjempelseBrannslukningsmateriellBrannslukkereSkumpatronerBærbare brannslukkereBrannfluktutstyrBrannslukningssystemerBrannslukkende håndverktøyBrannslukkende skum eller lignende kjemikalier
35111100,Pusteapparat,ved brannbekjempelseBrannslukningsmateriellBrannslukkereSkumpatronerBærbare brannslukkereBrannfluktutstyrBrannslukningssystemerBrannslukkende håndverktøyBrannslukkende skum eller lignende kjemikalier | ved brannbekjempelse
35111300,Brannslukkere,brannslukkere
35111310,Skumpatroner,brannslukkere
35111320,Bærbare,brannslukkere | brannslukkere
35111500,Brannslukningssystemer,håndverktøyBrannslukkende skum eller lignende kjemikalier
35111510,Brannslukkende,håndverktøyBrannslukkende skum eller lignende kjemikalier | håndverktøy
35111520,Brannslukkende,skum eller lignende kjemikalier
35112000,Rednings-,og kriseutstyrLivredningsdukkerKrisedusjerØyedusjer
35113000,Sikkerhetsutstyr,"til sikring av arbeidsplassBeskyttelsessystem til atomreaktorKjernefysisk-, biologisk, kjemisk og radiologisk beskyttelsesutstyrAtomsikkerhetsutstyrSikkerhetsinstallasjonerBeskyttelse og sikkerhetsbekledningKlær til biologisk eller kjemisk beskyttelseBeskyttelsesklær mot kjernefysiskstråling og radioaktivitetSikkerhets vesterReflekterende vesterBeskyttelsessjakker eller -ponchoerBeskyttelsessokker eller -strømperBeskyttelsesskjorter eller -bukserHåndleddsbeskyttelseBeskyttelseskjoler"
35113100,Utstyr,"til sikring av arbeidsplassBeskyttelsessystem til atomreaktorKjernefysisk-, biologisk, kjemisk og radiologisk beskyttelsesutstyrAtomsikkerhetsutstyrSikkerhetsinstallasjonerBeskyttelse og sikkerhetsbekledningKlær til biologisk eller kjemisk beskyttelseBeskyttelsesklær mot kjernefysiskstråling og radioaktivitetSikkerhets vesterReflekterende vesterBeskyttelsessjakker eller -ponchoerBeskyttelsessokker eller -strømperBeskyttelsesskjorter eller -bukserHåndleddsbeskyttelseBeskyttelseskjoler | til sikring av arbeidsplassBeskyttelsessystem til atomreaktor"
35113110,Beskyttelsessystem,til atomreaktor
35113200,"Kjernefysisk-,","biologisk, kjemisk og radiologisk beskyttelsesutstyrAtomsikkerhetsutstyr"
35113400,Beskyttelse,og sikkerhetsbekledningKlær til biologisk eller kjemisk beskyttelseBeskyttelsesklær mot kjernefysiskstråling og radioaktivitetSikkerhets vesterReflekterende vesterBeskyttelsessjakker eller -ponchoerBeskyttelsessokker eller -strømperBeskyttelsesskjorter eller -bukserHåndleddsbeskyttelseBeskyttelseskjoler
35113410,Klær,til biologisk eller kjemisk beskyttelse
35113420,Beskyttelsesklær,mot kjernefysiskstråling og radioaktivitet
35113430,Sikkerhets,vester
35113440,Reflekterende,vester
35113450,Beskyttelsessjakker,eller -ponchoer
35113460,Beskyttelsessokker,eller -strømper
35113470,Beskyttelsesskjorter,eller -bukser
35120000,Overvåknings-,og sikkerhetssystemer og redskapSikringsutstyrRingealarmerApparat for avdekking av forfalskede pengerSikkerhetsanordningerSikkerhetssekkerSeglMerkelapperAlarmsystemerKonvekse sikkerhetsspeilRadardetektorerUtstyr til in-situ-bestemmelseMagnetkortsystemUtstyr til arbeidstidsstyringTidskontrollsystemIdentifikasjonskortVideoidentifikasjonssystemerMetalldetektorerOvervåkningssystemSensorerBiometriske sensorerTidskontrollsystem eller apparat til arbeidstidsregistreringSikkerhetskameraerStrekkode avlesingsutstyr
35121000,Sikringsutstyr,for avdekking av forfalskede pengerSikkerhetsanordningerSikkerhetssekkerSeglMerkelapperAlarmsystemerKonvekse sikkerhetsspeilRadardetektorer
35121100,Ringealarmer,for avdekking av forfalskede pengerSikkerhetsanordningerSikkerhetssekkerSeglMerkelapperAlarmsystemerKonvekse sikkerhetsspeilRadardetektorer
35121200,Apparat,for avdekking av forfalskede pengerSikkerhetsanordningerSikkerhetssekkerSeglMerkelapperAlarmsystemerKonvekse sikkerhetsspeilRadardetektorer | for avdekking av forfalskede penger
35121800,Konvekse,sikkerhetsspeil
35123000,Utstyr,til in-situ-bestemmelseMagnetkortsystemUtstyr til arbeidstidsstyringTidskontrollsystemIdentifikasjonskortVideoidentifikasjonssystemer
35123200,Utstyr,til arbeidstidsstyring
35125000,Overvåkningssystem,sensorerTidskontrollsystem eller apparat til arbeidstidsregistreringSikkerhetskameraer
35125100,Sensorer,sensorerTidskontrollsystem eller apparat til arbeidstidsregistreringSikkerhetskameraer | sensorer
35125110,Biometriske,sensorerTidskontrollsystem eller apparat til arbeidstidsregistreringSikkerhetskameraer | sensorer | sensorer
35125200,Tidskontrollsystem,eller apparat til arbeidstidsregistrering
35126000,Strekkode,avlesingsutstyr
35200000,Politiutstyr,til anvendelse mot opptøyerVannkanonerHåndjernSirenerBeskyttelsesklær for hundeangrepPolitiskiltInformasjonstavlerInformasjonstavler med oppdateringerSignalutstyr til veikryss og jernbaneoverganger
35210000,Skyteskiver,til anvendelse mot opptøyerVannkanonerHåndjernSirenerBeskyttelsesklær for hundeangrepPolitiskiltInformasjonstavlerInformasjonstavler med oppdateringerSignalutstyr til veikryss og jernbaneoverganger
35220000,Utstyr,til anvendelse mot opptøyerVannkanonerHåndjernSirenerBeskyttelsesklær for hundeangrepPolitiskiltInformasjonstavlerInformasjonstavler med oppdateringerSignalutstyr til veikryss og jernbaneoverganger | til anvendelse mot opptøyerVannkanoner
35250000,Beskyttelsesklær,for hundeangrep
35260000,Politiskilt,med oppdateringerSignalutstyr til veikryss og jernbaneoverganger
35261000,Informasjonstavler,med oppdateringerSignalutstyr til veikryss og jernbaneoverganger | med oppdateringer
35261100,Informasjonstavler,med oppdateringerSignalutstyr til veikryss og jernbaneoverganger | med oppdateringer | med oppdateringer
35262000,Signalutstyr,til veikryss og jernbaneoverganger
35300000,"Våpen,","ammunisjon og tilhørende delerDiverse våpenSverd, macheter, bajonetter og lanserSverdHuggerterBajonetterLanserGasspistolerSkytevåpenLette skytevåpenHåndvåpenRiflerMaskingeværerArtilleriLuftvernsartilleriMobilt artilleriTrukket artilleriBombekastereHaubitserAmmunisjonAmmunisjon til skytevåpen og krigføringKulerArtillerigranaterGranaterLandminerPatroner.Ammunisjon til sjøkrigføringTorpedoerSjøminerAmmunisjon til luftkrigføringBomberRaketterDeler til skytevåpen og ammunisjonDeler til lette skytevåpenRørledningsarmatur av rødmetall (bronse)Deler til raketterDeler til bombekastere"
35310000,Diverse,"våpenSverd, macheter, bajonetter og lanserSverdHuggerterBajonetterLanserGasspistoler"
35311000,"Sverd,","macheter, bajonetter og lanserSverdHuggerterBajonetterLanser"
35320000,Skytevåpen,skytevåpenHåndvåpenRiflerMaskingeværerArtilleriLuftvernsartilleriMobilt artilleriTrukket artilleriBombekastereHaubitser
35321000,Lette,skytevåpenHåndvåpenRiflerMaskingeværerArtilleriLuftvernsartilleriMobilt artilleriTrukket artilleriBombekastereHaubitser | skytevåpenHåndvåpenRiflerMaskingeværer
35322000,Artilleri,artilleriTrukket artilleriBombekastereHaubitser
35322100,Luftvernsartilleri,artilleriTrukket artilleriBombekastereHaubitser
35322200,Mobilt,artilleriTrukket artilleriBombekastereHaubitser | artilleri
35322300,Trukket,artilleri
35330000,Ammunisjon,til skytevåpen og krigføringKulerArtillerigranaterGranaterLandminerPatroner.Ammunisjon til sjøkrigføringTorpedoerSjøminerAmmunisjon til luftkrigføringBomberRaketter
35331000,Ammunisjon,til skytevåpen og krigføringKulerArtillerigranaterGranaterLandminerPatroner.Ammunisjon til sjøkrigføringTorpedoerSjøminerAmmunisjon til luftkrigføringBomberRaketter | til skytevåpen og krigføringKulerArtillerigranaterGranaterLandminerPatroner.
35332000,Ammunisjon,til sjøkrigføringTorpedoerSjøminer
35333000,Ammunisjon,til luftkrigføringBomberRaketter
35340000,Deler,til skytevåpen og ammunisjonDeler til lette skytevåpenRørledningsarmatur av rødmetall (bronse)Deler til raketterDeler til bombekastere
35341000,Deler,til lette skytevåpenRørledningsarmatur av rødmetall (bronse)
35341100,Rørledningsarmatur,av rødmetall (bronse)
35342000,Deler,til raketter
35343000,Deler,til bombekastere
35400000,Militære,kjøretøy og tilhørende delerPansrede kjøretøyKampvognerTunge kampvognerLette kampvognerPansrede kampkjøretøyInfanterikampkjøretøyPansrede mannskapskjøretøyPansrede våpenkjøretøyRekognoserings- eller overvåkningskjøretøyKommando- og forbindelseskjøretøyDeler til krigskjøretøyMekaniske reservedeler til militærkjøretøy.Motorer og motordeler til militærkjøretøy.Elektroniske og elektriske reservedeler til militærkjøretøy.
35410000,Pansrede,kjøretøyKampvognerTunge kampvognerLette kampvognerPansrede kampkjøretøyInfanterikampkjøretøyPansrede mannskapskjøretøyPansrede våpenkjøretøyRekognoserings- eller overvåkningskjøretøyKommando- og forbindelseskjøretøy
35411000,Kampvogner,kampvognerLette kampvogner
35411100,Tunge,kampvognerLette kampvogner | kampvogner
35411200,Lette,kampvogner
35412000,Pansrede,kampkjøretøyInfanterikampkjøretøyPansrede mannskapskjøretøyPansrede våpenkjøretøyRekognoserings- eller overvåkningskjøretøyKommando- og forbindelseskjøretøy
35412200,Pansrede,mannskapskjøretøy
35412300,Pansrede,våpenkjøretøy
35412400,Rekognoserings-,eller overvåkningskjøretøy
35412500,Kommando-,og forbindelseskjøretøy
35420000,Deler,til krigskjøretøyMekaniske reservedeler til militærkjøretøy.Motorer og motordeler til militærkjøretøy.Elektroniske og elektriske reservedeler til militærkjøretøy.
35421000,Mekaniske,reservedeler til militærkjøretøy.Motorer og motordeler til militærkjøretøy.
35421100,Motorer,og motordeler til militærkjøretøy.
35422000,Elektroniske,og elektriske reservedeler til militærkjøretøy.
35500000,Krigsskip,"og delerKrigsskipOverflateskip til krigføringHangarskipDestroyere og fregatterKorvetter og patruljebåterAmfibiske fartøy og skipUndervannsbåterStrategiske atomdrevne undervannsbåterAtomdrevne angrepsubåterDieseldrevne angrepsubåterUbemannede undervannsfartøySkip til minekrigsføring og hjelpefartøyMinejager / minestrykerHjelpefartøy til forskningHjelpefartøy til innsamling av etterretningHjelpesykehus-, frakt-, tanker-, Ro-Ro fartøyDeler til krigsskipSkrog og mekaniske reservedeler til krigsskipMotorer og motordeler til krigsskipElektroniske og elektriske reservedeler til krigsskip"
35510000,Krigsskip,"til krigføringHangarskipDestroyere og fregatterKorvetter og patruljebåterAmfibiske fartøy og skipUndervannsbåterStrategiske atomdrevne undervannsbåterAtomdrevne angrepsubåterDieseldrevne angrepsubåterUbemannede undervannsfartøySkip til minekrigsføring og hjelpefartøyMinejager / minestrykerHjelpefartøy til forskningHjelpefartøy til innsamling av etterretningHjelpesykehus-, frakt-, tanker-, Ro-Ro fartøy"
35511000,Overflateskip,"til krigføringHangarskipDestroyere og fregatterKorvetter og patruljebåterAmfibiske fartøy og skipUndervannsbåterStrategiske atomdrevne undervannsbåterAtomdrevne angrepsubåterDieseldrevne angrepsubåterUbemannede undervannsfartøySkip til minekrigsføring og hjelpefartøyMinejager / minestrykerHjelpefartøy til forskningHjelpefartøy til innsamling av etterretningHjelpesykehus-, frakt-, tanker-, Ro-Ro fartøy | til krigføringHangarskipDestroyere og fregatterKorvetter og patruljebåterAmfibiske fartøy og skip"
35511200,Destroyere,og fregatter
35511300,Korvetter,og patruljebåter
35511400,Amfibiske,fartøy og skip
35512000,Undervannsbåter,atomdrevne undervannsbåterAtomdrevne angrepsubåterDieseldrevne angrepsubåterUbemannede undervannsfartøy
35512100,Strategiske,atomdrevne undervannsbåterAtomdrevne angrepsubåterDieseldrevne angrepsubåterUbemannede undervannsfartøy | atomdrevne undervannsbåter
35512200,Atomdrevne,angrepsubåter
35512300,Dieseldrevne,angrepsubåter
35512400,Ubemannede,undervannsfartøy
35513000,Skip,"til minekrigsføring og hjelpefartøyMinejager / minestrykerHjelpefartøy til forskningHjelpefartøy til innsamling av etterretningHjelpesykehus-, frakt-, tanker-, Ro-Ro fartøy"
35513100,Minejager,/ minestryker
35513200,Hjelpefartøy,til forskning
35513300,Hjelpefartøy,til innsamling av etterretning
35513400,"Hjelpesykehus-,","frakt-, tanker-, Ro-Ro fartøy"
35520000,Deler,til krigsskipSkrog og mekaniske reservedeler til krigsskipMotorer og motordeler til krigsskipElektroniske og elektriske reservedeler til krigsskip
35521000,Skrog,og mekaniske reservedeler til krigsskipMotorer og motordeler til krigsskip
35521100,Motorer,og motordeler til krigsskip
35522000,Elektroniske,og elektriske reservedeler til krigsskip
35600000,Militære,"luftfartøy, missiler og romfartøyMilitære luftfartøyUbemannede luftfartøy (UAV)Ubemannede kampluftfartøy (UCAV)RaketterStrategiske missilerStrategiske anti-ballistiske missilerInterkontinentale ballistiske missilerBallistiske missiler avfyrt fra u-båtMellomdistanse ballistiske missilerTaktiske missilerLuft-til-luft missilerLuft-til-bakke missilerAnti-skipsmissilerAnti u-båt missilerTaktiske anti-ballistiske missilerStyrt anti-tanks missilerBakke-til-luft missilerKryssermissilerLuft-, bakke-, sjøutskytnings kryssermissilerMilitære romfartøyMilitærsatelitterKommunikasjonssatelitterObservasjonssatelitterNavigasjonssatelitterDeler til militært aerospace utstyrStrukturelle og mekaniske reservedeler til militært aerospace utstyrMotorer og motordeler til militært aerospace utstyrElektroniske og elektriske reservedeler til militært aerospace utstyr"
35610000,Militære,luftfartøyUbemannede luftfartøy (UAV)Ubemannede kampluftfartøy (UCAV)
35613000,Ubemannede,luftfartøy (UAV)Ubemannede kampluftfartøy (UCAV)
35613100,Ubemannede,kampluftfartøy (UCAV)
35620000,Raketter,"missilerStrategiske anti-ballistiske missilerInterkontinentale ballistiske missilerBallistiske missiler avfyrt fra u-båtMellomdistanse ballistiske missilerTaktiske missilerLuft-til-luft missilerLuft-til-bakke missilerAnti-skipsmissilerAnti u-båt missilerTaktiske anti-ballistiske missilerStyrt anti-tanks missilerBakke-til-luft missilerKryssermissilerLuft-, bakke-, sjøutskytnings kryssermissiler"
35621000,Strategiske,"missilerStrategiske anti-ballistiske missilerInterkontinentale ballistiske missilerBallistiske missiler avfyrt fra u-båtMellomdistanse ballistiske missilerTaktiske missilerLuft-til-luft missilerLuft-til-bakke missilerAnti-skipsmissilerAnti u-båt missilerTaktiske anti-ballistiske missilerStyrt anti-tanks missilerBakke-til-luft missilerKryssermissilerLuft-, bakke-, sjøutskytnings kryssermissiler | missilerStrategiske anti-ballistiske missilerInterkontinentale ballistiske missilerBallistiske missiler avfyrt fra u-båtMellomdistanse ballistiske missiler"
35621100,Strategiske,anti-ballistiske missiler
35621200,Interkontinentale,ballistiske missiler
35621300,Ballistiske,missiler avfyrt fra u-båt
35621400,Mellomdistanse,ballistiske missiler
35622000,Taktiske,missilerLuft-til-luft missilerLuft-til-bakke missilerAnti-skipsmissilerAnti u-båt missilerTaktiske anti-ballistiske missilerStyrt anti-tanks missilerBakke-til-luft missiler
35622100,Luft-til-luft,missiler
35622200,Luft-til-bakke,missiler
35622400,Anti,u-båt missiler
35622500,Taktiske,anti-ballistiske missiler
35622600,Styrt,anti-tanks missiler
35622700,Bakke-til-luft,missiler
35623000,Kryssermissiler,"bakke-, sjøutskytnings kryssermissiler"
